"","TreeID","X","Y","Radius","Error","H","h_radius","DBH","BasalA"
"1",3,5.42640090064041,-1.63764165952647,0.332743097211287,0.000252546558832296,33.884,1.3,26.2001914744167,3.74389848159692
"2",5,4.89431239839613,0.455800654325691,0.267946776074994,0.000305687224406303,34.502,1.3,21.098129148145,2.42774476607156
"3",6,4.01843742518184,13.8803874827357,0.1988758059983,0.00126201290674838,33.745,1.3,15.6594809643061,1.33742630256578
"4",8,-5.0080091588777,-4.05560175313727,0.250973842598012,0.000277665475702176,25.703,1.3,19.7616803661675,2.12991795541897
"5",9,-2.08799492487606,-5.01430946879359,0.344872287937398,0.000410121916140358,25.906,1.3,27.1552439521907,4.02181927295771
"6",10,-10.2444366400139,-10.9134398255957,0.237640762211385,0.000864068262247326,24.673,1.3,18.7118336165244,1.90962384011326
"7",11,0.493879111043809,2.5262969958536,0.1202660279654,0.000151890229841668,27.973,1.3,9.46974704199563,0.489093498700805
"8",12,-4.52414666241292,-2.19480135720492,0.184026092238722,0.000174042063196698,23.81,1.3,14.490214502877,1.14515628931501
"9",15,-6.5852557175859,-11.4977745648064,0.234610322806793,0.00214968352179712,28.897,1.3,18.4732168178069,1.86123061976587
"10",17,-6.38989139367524,-11.4582657090182,0.108590243030724,0.00225494621827098,28.691,1.3,8.5503957362392,0.398737943561306
"11",18,-2.5399989554848,7.5339095139932,0.148388566280928,0.000225504596143548,15.727,1.3,11.6841157089603,0.744572225696634
"12",19,2.14281606581653,8.72068257169962,0.038946293227034,0.00121336243244857,33.451,1.3,3.06663112869665,0.0512906512191456
"13",20,-8.64158335489762,-1.21532081761632,0.230787242731546,0.000490039908490892,27.624,1.3,18.1721874926819,1.80106568416014
"14",21,-10.1577610848334,3.05263224685411,0.200689711327522,0.000801092693404365,19.975,1.3,15.8023078699291,1.36193434212339
"15",22,-11.4299792446409,8.1106709228266,0.124172309546212,0.00153453871101112,13.343,1.3,9.7773276536687,0.5213813260014
"16",33,3.78663300557392,-13.1607202397394,0.341049556040583,0.00108947570170322,24.696,1.3,26.8542420426355,3.933153821743
