"","TreeID","X","Y","Radius","Error","H","h_radius","DBH","BasalA"
"1",1,9.79419123822011,-8.43386215654974,0.29649153566787,0.000327255797945165,31.9,1.3,23.3457435184881,2.97255948031084
"2",2,9.05497207796658,8.6533189576627,0.133745566584253,0.000755188577209712,13.667,1.3,10.5311259128441,0.604873759259331
"3",3,8.74145662872707,-11.2262717339177,0.198593874575439,0.000671023009727192,29.788,1.3,15.6372816840701,1.33363705095876
"4",4,7.4767404143269,-5.91258643922355,0.0725758931007609,0.000560446245911956,30.903,1.3,5.71462582275391,0.178110995995944
"5",5,2.77700073639912,11.5194157807285,0.172931693066756,0.00193390012313563,34.743,1.3,13.6166415120764,1.01124209877706
"6",6,2.52823050386284,-3.53500105015142,0.164998920535158,0.000190931434000124,17.256,1.3,12.9920150029384,0.920594043224682
"7",7,1.84185398720417,-11.3613429382782,0.337999432861823,0.000551584369850036,26.182,1.3,26.6140753435399,3.86311732085989
"8",8,1.93326751200999,0.444083228625098,0.161718514762602,0.000101737436017596,18.073,1.3,12.7337158524073,0.884352570861314
"9",9,-4.98715363798748,8.62393710897347,0.143481175871284,0.000693292829999897,24.041,1.3,11.2977077881049,0.696138749701529
"10",10,-9.31893054207456,1.10995064426716,0.257366698643961,0.000468305225758352,10.751,1.3,20.2650538512255,2.2398073110126
"11",11,-0.691156726224504,8.72464158619663,0.122719013350966,0.000291938050337434,21.492,1.3,9.66289511125508,0.509248389692314
"12",13,-7.84530782888171,8.31496701474549,0.29369648133412,0.000303605164727405,24.503,1.3,23.1256609402486,2.9167784416579
"13",14,-2.78065944638347,1.51958667721846,0.14394597062048,0.000129978602408523,18.363,1.3,11.3343057266566,0.700656216309213
"14",15,-3.98910534288753,14.2105306786066,0.106720138381271,0.000610150331127313,25.149,1.3,8.40314369614129,0.385122341976007
"15",16,-1.6546758578065,7.3821332976074,0.15972816391825,0.00013838402019985,23.176,1.3,12.576995626923,0.862718186824041
"16",17,-13.1774673888683,5.59289914097814,0.200887531670077,0.00063238082031317,24.642,1.3,15.8178842437018,1.36462058945976
"17",18,-0.111428461283168,6.05492899931029,0.121358867874866,0.000195772573888717,21.568,1.3,9.55579725646694,0.498022526621348
