"","TreeID","X","Y","Radius","Error","H","h_radius","DBH","BasalA"
"1",3,8.1249872561593,2.51774402595822,0.17638180306955,0.000699076483636087,11.837,1.3,13.8883031736964,1.05199459935273
"2",6,5.29598880743011,7.97939925911725,0.206028067859694,0.000408449546012207,16.73,1.3,16.2226500632723,1.43535304166117
"3",7,2.47772431081818,-3.45114080634269,0.296034906068616,0.000336580671905737,14.007,1.3,23.3097885038428,2.96341039347203
"4",8,0.943170759932341,-10.7788042891933,0.214275703483762,0.000265663834039199,17.411,1.3,16.8720688923114,1.55257222928745
"5",10,0.237700821763416,-11.9134493845317,0.216160087632671,0.000489165792523814,16.411,1.3,17.0204453001965,1.57999957451542
"6",11,-6.50648826724036,-1.57279187049655,0.305458535773608,0.000292882687239492,17.353,1.3,24.0518051068139,3.15508079979964
"7",12,-10.4146768111745,5.80267643016825,0.211149334543863,0.000452751849651144,16.746,1.3,16.6258986019838,1.50759743058008
"8",13,-0.32587265125252,2.96628465441141,0.200372690352465,0.000128253942743213,18.587,1.3,15.7773456383531,1.35763496142829
"9",15,-10.5215411095447,-8.48842794565249,0.184163856378311,0.000701691384451505,14.047,1.3,14.5010620512282,1.14687148654641
"10",16,-10.6817245764078,-7.43993661140059,0.230440408028069,0.000502515353473065,11.006,1.3,18.1448777281302,1.795656349691
