site_id,plot_id,plot_key,variant,label_variant,resolution_m,binary_mask_path,confidence_mask_path,object_id_raster_path,object_table_path,qa_overlay_path,n_objects,n_valid_objects,date_token,source_version,binary_mask_rel_path,confidence_mask_rel_path,object_id_raster_rel_path,object_table_rel_path,qa_overlay_rel_path,dedup_keep,dedup_reason
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,original,base,1.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_mask.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_confidence.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_overlay.png,12,12,20250615,sprint3_original,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/mask.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/confidence.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/object_id.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/objects.csv,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/overlay.png,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,revised,base,1.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_mask.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_confidence.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_overlay.png,24,24,20250615,sprint3_revised,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/mask.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/confidence.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/object_id.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/objects.csv,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/overlay.png,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,original,base,2.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_mask_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_confidence_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_overlay.png,12,12,20250615,sprint3_original,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/mask.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/confidence.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/object_id.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/objects.csv,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/overlay.png,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,revised,base,2.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_mask_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_confidence_2m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_overlay.png,24,24,20250615,sprint3_revised,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/mask.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/confidence.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/object_id.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/objects.csv,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/overlay.png,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,original,base,5.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_mask_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_confidence_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_overlay.png,12,12,20250615,sprint3_original,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/mask.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/confidence.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/object_id.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/objects.csv,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/overlay.png,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,revised,base,5.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_mask_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_confidence_5m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_overlay.png,24,24,20250615,sprint3_revised,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/mask.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/confidence.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/object_id.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/objects.csv,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/overlay.png,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,original,base,10.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_mask_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_confidence_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_original/CATCU_0009_20250615_1_overlay.png,12,12,20250615,sprint3_original,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/mask.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/confidence.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/object_id.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/objects.csv,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_original/CATCU_0009_20250615_1/overlay.png,True,kept_oldest_for_plot_key
calaveras-big-trees,CATCU_0009_20250615_1,CATCU_0009,revised,base,10.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_mask_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_confidence_10m.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/calaveras-big-trees/sprint3_revised/CATCU_0009_20250615_1_overlay.png,24,24,20250615,sprint3_revised,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/mask.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/confidence.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/object_id.tif,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/objects.csv,labeling/calaveras-big-trees/88fb2c6936cb/sprint3_revised/CATCU_0009_20250615_1/overlay.png,True,kept_oldest_for_plot_key
dl-bliss,CAAEU_0027_20250728_1,CAAEU_0027,original,base,1.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_mask.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_confidence.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/dl-bliss/sprint3_original/CAAEU_0027_20250728_1_overlay.png,15,15,20250728,sprint3_original,labeling/dl-bliss/88fb2c6936cb/sprint3_original/CAAEU_0027_20250728_1/mask.tif,labeling/dl-bliss/88fb2c6936cb/sprint3_original/CAAEU_0027_20250728_1/confidence.tif,labeling/dl-bliss/88fb2c6936cb/sprint3_original/CAAEU_0027_20250728_1/object_id.tif,labeling/dl-bliss/88fb2c6936cb/sprint3_original/CAAEU_0027_20250728_1/objects.csv,,True,kept_oldest_for_plot_key
dl-bliss,CAAEU_0027_20250728_1,CAAEU_0027,revised,base,1.0,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/masks/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_mask.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/confidence/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_confidence.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/object_id/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_object_id.tif,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/objects/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_objects.csv,/home/jovyan/work/Dry-shRub/shrub/Final/artifacts/labeling/qa/dl-bliss/sprint3_revised/CAAEU_0027_20250728_1_overlay.png,15,15,20250728,sprint3_revised,labeling/dl-bliss/88fb2c6936cb/sprint3_revised/CAAEU_0027_20250728_1/mask.tif,labeling/dl-bliss/88fb2c6936cb/sprint3_revised/CAAEU_0027_20250728_1/confidence.tif,labeling/dl-bliss/88fb2c6936cb/sprint3_revised/CAAEU_0027_20250728_1/object_id.tif,labeling/dl-bliss/88fb2c6936cb/sprint3_revised/CAAEU_0027_20250728_1/objects.csv,,True,kept_oldest_for_plot_key
